Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	200	1650449521	999.18	-107.604	241.56	5.609756	1.585366	-1.463415	-681	-554	-315	0.004991467	-0.6350597	0.04937895	-0.770867
5	200	1650449521	963.312	-109.8	211.548	2.195122	0.2439024	-1.707317	-681	-554	-315	0.008365157	-0.6350597	0.04892117	-0.770867
5	200	1650449521	961.848	-103.212	202.032	1.097561	-0.8536586	-0.7317073	-681	-553	-315	0.007766589	-0.6351207	0.04870754	-0.7708365
5	200	1650449521	966.24	-99.552	213.012	-0.4878049	-2.439024	-0.2439024	-681	-553	-315	0.00690534	-0.6357921	0.04876858	-0.7702872
5	200	1650449521	979.416	-74.664	224.724	-1.829268	-2.195122	-0.9756098	-680	-554	-315	0.007528879	-0.6356395	0.04873806	-0.7704092
5	200	1650449521	971.364	-57.828	275.964	-0.7317073	-2.317073	-1.585366	-680	-554	-315	0.008548409	-0.6352428	0.04794458	-0.7707755
5	200	1650449521	1007.964	-77.592	273.768	2.560976	-2.560976	-2.195122	-680	-553	-314	0.005704747	-0.6353648	0.04773095	-0.7707145
5	200	1650449521	950.136	-101.748	238.632	5.731708	-0.1219512	-1.829268	-680	-553	-314	0.00805294	-0.6354869	0.04724265	-0.7706229
5	200	1650449521	957.456	-115.656	240.096	5.853659	1.585366	0.2439024	-680	-554	-314	0.007595873	-0.6355174	0.04690695	-0.7706229
5	200	1650449521	942.084	-115.656	245.952	4.390244	4.390244	1.95122	-680	-554	-314	0.005588634	-0.6354564	0.04651021	-0.7707145
5	200	1650449521	956.724	-105.408	203.496	3.536585	5	2.560976	-680	-554	-314	0.008562343	-0.6353648	0.04629658	-0.7707755
5	200	1650449521	963.312	-122.976	218.868	2.439024	4.878049	2.804878	-680	-554	-314	0.007380965	-0.6352122	0.04605243	-0.7709281
5	200	1650449521	955.992	-68.808	215.208	2.804878	4.02439	2.804878	-681	-554	-313	0.007397098	-0.6351512	0.04586932	-0.7709891
5	200	1650449521	948.672	-92.232	221.796	4.390244	4.146341	3.414634	-681	-554	-313	0.009679799	-0.6350291	0.04559465	-0.7710807
5	200	1650449521	937.692	-87.84	232.044	5	4.634147	4.02439	-680	-554	-314	0.006835938	-0.6349681	0.04541154	-0.7711722
5	200	1650449521	987.468	-117.12	208.62	5.365854	6.341464	5	-681	-554	-312	0.008453755	-0.634785	0.04510636	-0.7713248
5	200	1650449521	1002.108	-106.872	192.516	5.731708	7.439024	5.731708	-681	-554	-312	0.006800971	-0.6346324	0.04492325	-0.7714774
5	200	1650449521	942.816	-118.584	209.352	6.097561	7.926829	6.463415	-680	-555	-313	0.0093286	-0.6343578	0.0446791	-0.771691
5	200	1650449521	969.9	-102.48	215.208	5.609756	7.560976	7.073171	-680	-555	-313	0.01000083	-0.6341746	0.04449599	-0.7718436
5	200	1650449521	1002.108	-129.564	180.804	3.536585	5.731708	6.829268	-681	-555	-312	0.0102248	-0.633961	0.04431288	-0.7720267
5	200	1650449521	1013.82	-87.108	192.516	2.560976	4.878049	6.463415	-681	-555	-312	0.008883499	-0.633839	0.04422132	-0.7721488
5	200	1650449521	1002.108	-72.468	202.764	2.317073	2.804878	6.341464	-682	-555	-314	0.01043541	-0.6337473	0.04412977	-0.7722098
5	200	1650449521	985.272	-78.324	202.764	3.04878	1.707317	6.341464	-682	-555	-314	0.01041539	-0.6337168	0.04403821	-0.7722403
5	200	1650449521	982.344	-61.488	221.064	3.536585	0.8536586	6.341464	-681	-554	-313	0.01104045	-0.6337168	0.04388562	-0.7722403
5	200	1650449521	1006.5	-67.344	215.208	3.170732	0.1219512	5.97561	-681	-554	-313	0.0115135	-0.6337168	0.04376354	-0.7722403
5	200	1650449521	972.096	-84.18	255.468	2.073171	-0.4878049	6.341464	-682	-553	-312	0.01265534	-0.6337779	0.04364147	-0.7721793
5	200	1650449521	925.248	-63.684	193.98	1.219512	-0.1219512	7.073171	-682	-553	-312	0.01162684	-0.633839	0.04358043	-0.7721488
5	200	1650449521	949.404	-80.52	247.416	0.2439024	0.4878049	9.146341	-681	-552	-312	0.01198529	-0.6338695	0.04358043	-0.7721183
5	200	1650449521	925.98	-83.448	229.848	-0.3658537	1.097561	10.97561	-681	-552	-312	0.01164733	-0.6338695	0.04367199	-0.7721183
5	200	1650449521	934.032	-102.48	249.612	-0.3658537	2.317073	13.53659	-682	-552	-311	0.01258213	-0.633839	0.0438551	-0.7721183
5	200	1650449521	931.836	-113.46	205.692	-0.6097561	2.926829	14.7561	-682	-552	-311	0.01313377	-0.6337779	0.04403821	-0.7721488
5	200	1650449521	897.432	-68.076	270.108	-1.341463	3.04878	14.63415	-683	-551	-311	0.01325573	-0.6337168	0.04434339	-0.7721793
5	200	1650449521	934.032	-53.436	238.632	0.1219512	2.682927	13.29268	-683	-551	-311	0.01387312	-0.6336558	0.04449599	-0.7722098
5	200	1650449521	954.528	-52.704	247.416	2.560976	5.365854	12.19512	-683	-551	-311	0.01385807	-0.6335337	0.04464858	-0.7723014
5	200	1650449521	919.392	-84.912	236.436	4.756098	6.95122	12.31707	-683	-551	-311	0.01403118	-0.6333811	0.04464858	-0.7724234
5	200	1650449521	931.104	-84.912	213.012	5.97561	9.268293	12.19512	-683	-549	-318	0.01608366	-0.633076	0.04458754	-0.7726371
5	200	1650449521	936.96	-96.624	226.188	5.487805	10.73171	11.70732	-683	-549	-318	0.01550245	-0.6328318	0.04455702	-0.7728508
5	200	1650449521	934.032	-73.2	219.6	3.658537	11.95122	10.73171	-684	-549	-312	0.01626424	-0.6324046	0.04452651	-0.7731864
5	200	1650449521	919.392	-93.696	207.156	1.95122	13.17073	10.60976	-684	-549	-312	0.01651878	-0.6320994	0.04452651	-0.7734306
5	200	1650449521	955.26	-119.316	243.756	2.804878	13.17073	9.268293	-684	-550	-312	0.01774014	-0.6315805	0.04452651	-0.7738273
5	200	1650449521	949.404	-115.656	208.62	2.439024	12.56098	8.902439	-684	-550	-312	0.01802677	-0.6312754	0.04449599	-0.7740715
5	200	1650449521	989.664	-92.964	205.692	1.585366	13.41463	9.512196	-683	-548	-315	0.01903984	-0.6307566	0.04452651	-0.7744682
5	200	1650449521	996.984	-117.852	202.032	1.219512	12.19512	8.780488	-683	-548	-315	0.0179406	-0.6304514	0.04452651	-0.7747429
5	200	1650449521	980.88	-103.944	243.756	-0.6097561	11.34146	9.268293	-684	-548	-313	0.01924844	-0.6299936	0.04461806	-0.7750786
5	200	1650449521	980.88	-92.232	213.012	-1.707317	10.60976	9.146341	-684	-548	-313	0.01964687	-0.6297494	0.04470962	-0.7752617
5	200	1650449521	960.384	-106.872	243.024	-2.073171	10.12195	9.146341	-684	-548	-313	0.01905079	-0.6293832	0.04483169	-0.7755669
5	200	1650449521	969.9	-104.676	218.868	-2.682927	10.73171	9.634147	-684	-548	-313	0.02033561	-0.6291085	0.04495376	-0.77575
5	200	1650449521	961.116	-102.48	221.796	-2.804878	12.31707	10.36585	-684	-547	-316	0.02026661	-0.6286813	0.04516739	-0.7760857
5	200	1650449521	955.26	-65.88	224.724	-3.04878	13.78049	11.21951	-684	-547	-316	0.0209079	-0.6283456	0.04535051	-0.7763298
5	200	1650449521	963.312	-79.788	230.58	-3.780488	18.90244	14.02439	-684	-545	-317	0.02149963	-0.6277352	0.04568621	-0.7767876
5	200	1650449521	973.56	-110.532	258.396	-5.121951	15.2439	11.21951	-684	-545	-317	0.0211037	-0.6272774	0.04593036	-0.7771538
5	200	1650449521	972.096	-52.704	225.456	-6.829268	10.73171	5.121951	-684	-545	-317	0.02172989	-0.6268197	0.04620503	-0.7774895
5	200	1650449521	973.56	-76.86	201.3	-8.902439	9.756098	4.268293	-684	-545	-317	0.02182841	-0.6265755	0.04638813	-0.7776726
5	200	1650449521	945.012	-92.232	185.196	-10.60976	7.560976	3.780488	-684	-545	-316	0.0214455	-0.6263009	0.04669332	-0.7778863
5	200	1650449521	975.756	-106.872	274.5	-10.85366	5.97561	3.902439	-684	-545	-316	0.02210248	-0.6261483	0.04690695	-0.7779778
5	200	1650449521	947.208	-109.8	259.86	-10.48781	5.97561	5.243903	-683	-545	-318	0.02140377	-0.6259957	0.04724265	-0.7780999
5	200	1650449521	971.364	-85.644	220.332	-9.756098	5.97561	5.487805	-683	-545	-318	0.02112346	-0.626545	0.04712058	-0.7776726
5	200	1650449521	940.62	-110.532	254.736	-9.756098	3.658537	4.878049	-684	-545	-320	0.02157988	-0.6271248	0.04824976	-0.7771233
5	200	1650449521	958.188	-133.224	250.344	-8.04878	1.707317	3.536585	-684	-545	-320	0.0220782	-0.6272469	0.04889065	-0.7769707
5	200	1650449521	970.632	-104.676	243.756	-5.487805	1.95122	4.146341	-684	-545	-320	0.02219667	-0.6271859	0.0491348	-0.7770013
5	200	1650449521	968.436	-120.048	280.356	-4.146341	4.02439	4.634147	-684	-545	-320	0.02241711	-0.6258736	0.04934843	-0.7780389
5	200	1650449521	970.632	-81.252	277.428	-1.097561	6.341464	5.365854	-683	-544	-318	0.02244235	-0.624897	0.04821924	-0.7788934
5	200	1650449521	948.672	-76.128	265.716	0.8536586	7.195122	5.487805	-683	-544	-318	0.02251924	-0.6247444	0.04818873	-0.7790155
5	200	1650449521	958.92	-87.108	262.788	1.829268	8.658537	6.341464	-684	-543	-320	0.02293883	-0.6244698	0.04809717	-0.7792291
5	200	1650449521	972.096	-68.808	241.56	1.585366	8.170732	5.487805	-684	-543	-320	0.02186933	-0.6242867	0.04800561	-0.7794122
5	200	1650449521	935.496	-98.82	254.004	3.170732	8.658537	4.634147	-683	-543	-320	0.02325624	-0.6239814	0.04785302	-0.7796258
5	200	1650449521	966.24	-95.16	227.652	3.536585	7.439024	3.902439	-683	-543	-320	0.02336618	-0.6237983	0.04770043	-0.7797784
5	200	1650449521	947.208	-112.728	225.456	4.02439	5.243903	1.585366	-684	-543	-319	0.02357696	-0.6235847	0.04739524	-0.7799615
5	200	1650449521	972.096	-115.656	224.724	4.512195	5.121951	2.439024	-684	-543	-319	0.02345784	-0.6234931	0.0471511	-0.7800531
5	200	1650449521	947.208	-128.832	247.416	5.609756	4.512195	2.804878	-684	-544	-319	0.02411684	-0.6233405	0.0468154	-0.7801751
5	200	1650449521	974.292	-110.532	219.6	5.487805	4.634147	3.292683	-684	-544	-319	0.02399295	-0.623249	0.04657125	-0.7802667
5	200	1650449521	980.148	-112.728	232.044	3.170732	3.780488	2.682927	-684	-543	-319	0.02551941	-0.6230964	0.04626606	-0.7803583
5	200	1650449521	955.26	-96.624	237.9	1.585366	3.04878	1.829268	-684	-543	-319	0.02547383	-0.6230354	0.04608295	-0.7804193
5	200	1650449521	957.456	-102.48	242.292	1.219512	0.9756098	0.7317073	-684	-544	-319	0.02572413	-0.6230049	0.0458388	-0.7804499
5	200	1650449521	948.672	-83.448	245.22	1.219512	-0.1219512	0.4878049	-684	-544	-319	0.02525174	-0.6230354	0.04568621	-0.7804499
5	200	1650449521	954.528	-111.996	200.568	0.8536586	-0.1219512	1.95122	-683	-543	-319	0.02611506	-0.6230964	0.04541154	-0.7803888
5	200	1650449521	942.816	-141.276	254.004	0.2439024	-3.292683	0.9756098	-683	-543	-319	0.02503126	-0.623188	0.04528947	-0.7803583
5	200	1650449521	946.476	-115.656	234.24	1.829268	-5.97561	0	-685	-543	-319	0.02534598	-0.6234626	0.0450148	-0.7801446
5	200	1650449521	959.652	-128.1	221.796	1.341463	-5.365854	0.9756098	-685	-543	-319	0.02585586	-0.6236457	0.04483169	-0.779992
5	200	1650449521	920.124	-146.4	262.056	1.463415	-3.658537	1.585366	-683	-544	-319	0.02591113	-0.6238899	0.04458754	-0.7798089
5	200	1650449521	932.568	-99.552	218.868	1.097561	-1.097561	1.463415	-684	-544	-318	0.02676209	-0.6239814	0.04440443	-0.7797174
5	200	1650449521	934.764	-137.616	242.292	-0.1219512	1.585366	2.560976	-684	-544	-318	0.02782775	-0.6241646	0.04492325	-0.7795038
5	200	1650449521	941.352	-143.472	207.888	-0.7317073	4.268293	4.390244	-683	-544	-318	0.02836448	-0.6259346	0.04638813	-0.7779778
5	200	1650449521	936.96	-190.32	227.652	-2.439024	5.243903	5.243903	-683	-544	-318	0.03174016	-0.6260567	0.05008087	-0.7775201
5	200	1650449521	942.816	-149.328	236.436	-2.560976	7.317073	5.97561	-684	-543	-317	0.03240179	-0.6261483	0.05087436	-0.7773675
5	200	1650449521	942.084	-152.256	267.18	-2.560976	11.70732	8.780488	-684	-543	-317	0.03205781	-0.6258125	0.05102695	-0.7776421
5	200	1650449521	919.392	-158.112	292.068	-3.292683	12.56098	10.2439	-686	-543	-319	0.0332103	-0.6254768	0.05114902	-0.7778558
5	200	1650449521	950.136	-95.892	261.324	-5	12.56098	11.82927	-686	-543	-319	0.03335179	-0.6249886	0.05145421	-0.778222
5	200	1650449521	985.272	-120.048	236.436	-6.097561	13.17073	12.80488	-684	-543	-319	0.03289563	-0.6246834	0.05175939	-0.7784662
5	200	1650449521	934.764	-132.492	271.572	-1.585366	10.85366	13.53659	-684	-543	-319	0.0336312	-0.6241951	0.05212561	-0.7788019
5	200	1650449521	964.776	-94.428	263.52	-0.1219512	12.43902	14.7561	-684	-542	-318	0.03419887	-0.6239204	0.05230873	-0.778985
5	200	1650449521	945.744	-83.448	240.096	0.9756098	15.85366	16.21951	-684	-542	-318	0.03534057	-0.6233405	0.05255288	-0.7793817
5	200	1650449521	970.632	-114.192	315.492	2.682927	17.68293	16.21951	-684	-540	-320	0.03573138	-0.6228828	0.05273598	-0.7797174
5	200	1650449521	990.396	-109.068	320.616	7.439024	16.09756	14.5122	-684	-540	-320	0.03649229	-0.6221809	0.05282754	-0.7802362
5	200	1650449521	980.88	-90.768	250.344	7.682927	16.82927	13.41463	-684	-540	-322	0.03668289	-0.6217536	0.0527665	-0.7805719
5	200	1650449521	959.652	-90.768	261.324	7.560976	15.36585	11.46342	-684	-540	-322	0.03782053	-0.6210822	0.05264443	-0.7810602
5	200	1650449521	975.756	-103.212	252.54	6.219512	14.39024	10.97561	-685	-539	-322	0.03824212	-0.620716	0.05258339	-0.7813349
5	200	1650449521	999.18	-155.184	303.78	6.219512	13.53659	7.804878	-685	-539	-322	0.03907623	-0.6201361	0.05246132	-0.7817621
5	200	1650449521	935.496	-136.152	292.8	7.682927	12.07317	6.463415	-685	-537	-323	0.03927858	-0.6198309	0.05227821	-0.7820063
5	200	1650449521	950.868	-139.812	265.716	5.121951	9.146341	3.04878	-685	-537	-323	0.04037115	-0.6194037	0.0519425	-0.7823115
5	200	1650449521	962.58	-146.4	268.644	2.682927	3.536585	-3.902439	-684	-540	-322	0.03963208	-0.6192816	0.05166784	-0.7824641
5	200	1650449521	1228.296	-15.372	-15.372	2.926829	-20.36585	-29.7561	-684	-540	-322	0.03860743	-0.6210212	0.04953154	-0.7812738
5	200	1650449521	911.34	-192.516	190.32	4.02439	-0.2439024	-15.48781	-684	-541	-320	0.03824835	-0.6214179	0.04867702	-0.7810297
5	200	1650449521	953.064	-275.964	297.192	7.439024	9.268293	-7.926829	-684	-541	-320	0.03795032	-0.6212653	0.04791406	-0.7812128
5	200	1650449521	916.464	-172.752	303.048	8.04878	16.58537	0.9756098	-684	-542	-321	0.0376974	-0.6209296	0.0474868	-0.781518
5	200	1650449521	961.848	-108.336	254.004	2.682927	7.682927	-9.268293	-684	-542	-321	0.03819533	-0.6204413	0.04693747	-0.7819147
5	200	1650449521	965.508	-120.048	254.004	0.3658537	1.219512	-14.63415	-683	-542	-320	0.03803739	-0.6204108	0.04644917	-0.7819757
5	200	1650449521	972.096	-166.896	291.336	-0.7317073	1.707317	-14.5122	-683	-542	-320	0.03785361	-0.6203498	0.04586932	-0.7820673
5	200	1650449521	934.764	-186.66	269.376	-2.439024	12.80488	-4.146341	-683	-544	-321	0.03722885	-0.6201361	0.04562517	-0.782281
5	200	1650449521	959.652	-155.184	261.324	-5.731708	15.73171	-2.073171	-683	-544	-321	0.03741649	-0.6196783	0.04541154	-0.7826472
5	200	1650449521	945.012	-109.068	292.068	-6.219512	14.26829	-2.560976	-682	-544	-321	0.03709331	-0.6193121	0.04541154	-0.7829524
5	200	1650449521	994.788	-101.016	244.488	-6.097561	0.4878049	-12.68293	-682	-544	-321	0.0370917	-0.6190985	0.04516739	-0.7831355
5	200	1650449521	972.096	-127.368	225.456	-8.536586	6.219512	-4.756098	-682	-545	-323	0.03597245	-0.6190985	0.0450148	-0.7831965
5	200	1650449521	929.64	-187.392	278.892	-8.780488	7.804878	-0.9756098	-682	-545	-323	0.03610806	-0.6188543	0.04507584	-0.7833796
5	200	1650449521	917.928	-126.636	292.068	-10.36585	9.02439	0.4878049	-682	-545	-322	0.03596001	-0.6187018	0.04516739	-0.7835017
5	200	1650449521	921.588	-129.564	263.52	-10.36585	5.121951	0.8536586	-682	-545	-322	0.03568297	-0.6184271	0.04544206	-0.7837153
5	200	1650449521	996.984	-120.048	223.992	-11.34146	-1.097561	-1.219512	-682	-545	-322	0.03552645	-0.6184271	0.04556413	-0.7837153
5	200	1650449521	939.888	-142.008	251.808	-13.04878	-3.04878	0.4878049	-682	-545	-322	0.0358812	-0.6185797	0.0458388	-0.7835627
5	200	1650449521	944.28	-152.988	229.116	-12.31707	-4.756098	-0.2439024	-682	-545	-322	0.03514777	-0.6187628	0.04602191	-0.7834406
5	200	1650449521	957.456	-84.912	240.096	-11.09756	-7.073171	-0.1219512	-682	-545	-322	0.03489332	-0.619068	0.04626606	-0.7831965
5	200	1650449521	983.808	-96.624	315.492	-10.73171	-9.634147	0.6097561	-682	-546	-322	0.03465077	-0.6193426	0.04638813	-0.7829829
5	200	1650449521	960.384	-96.624	267.18	-9.756098	-11.09756	1.219512	-682	-546	-322	0.03459482	-0.6198309	0.04660176	-0.7825862
5	200	1650449521	980.148	-106.872	277.428	-8.414635	-10.85366	1.341463	-683	-544	-322	0.03411685	-0.6201972	0.04669332	-0.7823115
5	200	1650449521	953.064	-94.428	244.488	-6.219512	-9.512196	1.707317	-682	-544	-322	0.03420758	-0.6206855	0.04678487	-0.7819147
5	200	1650449521	947.208	-87.108	262.788	-5	-7.926829	1.585366	-682	-544	-322	0.03406265	-0.6209601	0.0468154	-0.7817011
5	200	1650449521	955.992	-117.12	249.612	-3.536585	-5.731708	2.560976	-682	-544	-321	0.03428416	-0.6212958	0.04678487	-0.7814264
5	200	1650449521	922.32	-125.172	243.756	-3.170732	-4.390244	2.682927	-682	-544	-321	0.03444287	-0.6214789	0.04678487	-0.7812738
5	200	1650449521	919.392	-133.224	243.756	-2.926829	-2.560976	3.780488	-682	-545	-321	0.03443941	-0.6220587	0.04672384	-0.7808161
5	200	1650449521	941.352	-122.976	223.992	-4.146341	-0.7317073	3.536585	-682	-545	-321	0.03486684	-0.6223029	0.04672384	-0.7806025
5	200	1650449521	941.352	-161.04	262.788	-3.292683	-1.341463	3.902439	-683	-544	-320	0.03575973	-0.622425	0.0479751	-0.7803888
5	200	1650449521	919.392	-126.636	231.312	-4.390244	-1.097561	3.414634	-683	-544	-320	0.03679403	-0.622425	0.04867702	-0.7802973
5	200	1650449521	917.928	-127.368	248.148	-6.463415	-1.829268	3.414634	-683	-544	-320	0.0377953	-0.6225166	0.05014191	-0.7800836
5	200	1650449521	945.012	-143.472	200.568	-8.414635	-2.439024	2.560976	-683	-544	-320	0.03842404	-0.6238593	0.05099643	-0.7789239
5	200	1650449521	950.136	-114.192	262.788	-9.878049	-4.146341	2.195122	-683	-544	-320	0.03772269	-0.6247139	0.05084384	-0.778283
5	200	1650449521	969.9	-128.832	238.632	-10.73171	-5.121951	1.829268	-683	-544	-320	0.0381352	-0.6248665	0.05099643	-0.7781304
5	200	1650449521	952.332	-152.256	242.292	-11.34146	-5.853659	1.707317	-683	-544	-319	0.03774402	-0.6251717	0.0512711	-0.7778863
5	200	1650449521	952.332	-121.512	261.324	-12.07317	-5.97561	1.829268	-683	-544	-319	0.03772901	-0.6253853	0.05145421	-0.7777032
5	200	1650449521	937.692	-174.216	255.468	-16.34146	3.04878	9.512196	-683	-544	-319	0.03716555	-0.6255684	0.0519425	-0.7775506
5	200	1650449521	955.26	-139.08	264.984	-12.68293	-4.146341	0.9756098	-683	-544	-319	0.0374141	-0.6255989	0.05230873	-0.7774895
5	200	1650449521	964.776	-65.88	200.568	-15.2439	-12.56098	-1.097561	-684	-542	-319	0.03697663	-0.6260567	0.05258339	-0.7771233
5	200	1650449521	958.92	-149.328	245.952	-15.73171	-11.70732	0.3658537	-684	-542	-319	0.03696292	-0.6264535	0.05282754	-0.7767876
5	200	1650449521	961.116	-131.028	259.128	-13.29268	-9.390244	-0.1219512	-683	-544	-319	0.03666176	-0.6269723	0.05316325	-0.7763603
5	200	1650449521	950.136	-137.616	278.892	-12.43902	-8.902439	-0.8536586	-683	-544	-319	0.03634335	-0.6272774	0.05334635	-0.7761162
5	200	1650449521	955.992	-108.336	245.952	-12.56098	-10	-2.073171	-684	-542	-318	0.03594095	-0.6277352	0.05355999	-0.77575
5	200	1650449521	980.88	-129.564	226.188	-12.31707	-11.09756	-2.439024	-684	-542	-318	0.03582134	-0.628071	0.05368206	-0.7754753
5	200	1650449521	1002.108	-90.768	251.076	-11.70732	-13.04878	-3.780488	-685	-544	-318	0.03537091	-0.6286508	0.05380413	-0.7750176
5	200	1650449521	968.436	-106.14	275.232	-10.97561	-14.26829	-4.756098	-685	-544	-318	0.03508157	-0.629078	0.05383465	-0.7746819
5	200	1650449521	976.488	-89.304	283.284	-9.02439	-14.5122	-5.365854	-684	-545	-318	0.03448438	-0.6297494	0.05383465	-0.774163
5	200	1650449521	977.22	-90.036	206.424	-7.560976	-13.65854	-5.487805	-684	-545	-318	0.03448179	-0.6302072	0.05374309	-0.7737968
5	200	1650449521	960.384	-76.128	262.056	-5.487805	-12.31707	-5.731708	-684	-545	-315	0.0338705	-0.6308176	0.05355999	-0.773339
5	200	1650449521	953.064	-64.416	252.54	-4.634147	-11.58537	-5.853659	-684	-545	-315	0.03430154	-0.6311838	0.05337687	-0.7730339
5	200	1650449521	954.528	-93.696	256.932	-3.536585	-9.512196	-5.121951	-685	-545	-314	0.0341151	-0.6317026	0.05310221	-0.7726371
5	200	1650449521	933.3	-112.728	237.9	-3.292683	-9.390244	-5.121951	-685	-545	-314	0.03358154	-0.6320078	0.0529191	-0.7724234
5	200	1650449521	960.384	-141.276	236.436	-3.292683	-8.536586	-5.121951	-684	-545	-313	0.03368787	-0.6324351	0.05264443	-0.7720878
5	200	1650449521	931.104	-142.008	234.24	-3.780488	-8.292683	-3.902439	-684	-545	-313	0.03366486	-0.6327097	0.05249184	-0.7718741
5	200	1650449521	953.796	-128.1	221.796	-4.390244	-7.682927	-2.926829	-684	-546	-314	0.03295266	-0.633137	0.05227821	-0.771569
5	200	1650449521	956.724	-140.544	264.252	-4.512195	-7.073171	-2.682927	-684	-546	-314	0.03340358	-0.6333811	0.05218665	-0.7713553
5	200	1650449521	988.2	-130.296	232.044	-5.121951	-5.97561	-2.439024	-684	-547	-313	0.03290831	-0.6337168	0.05203406	-0.7711112
5	200	1650449521	934.764	-147.864	231.312	-5.853659	-5.487805	-2.317073	-684	-547	-313	0.03305199	-0.6339	0.05197302	-0.7709586
5	200	1650449521	957.456	-130.296	252.54	-6.707317	-4.634147	-2.317073	-684	-546	-311	0.03286028	-0.6341746	0.05191198	-0.770745
5	200	1650449521	958.92	-125.172	241.56	-7.073171	-4.390244	-2.560976	-684	-546	-311	0.03295266	-0.6343578	0.05188147	-0.7705924
5	200	1650449521	928.908	-114.192	224.724	-7.682927	-3.780488	-2.682927	-684	-545	-316	0.03253305	-0.6346019	0.05188147	-0.7704092
5	200	1650449521	945.744	-98.82	227.652	-6.829268	-3.170732	-1.95122	-684	-545	-316	0.03152724	-0.6351512	0.05075228	-0.7700735
5	200	1650449521	961.848	-102.48	248.148	-6.95122	-2.317073	-1.463415	-684	-547	-311	0.03045599	-0.6351207	0.04992828	-0.7701956
5	200	1650449521	939.888	-122.244	221.064	-6.829268	-1.95122	-0.9756098	-684	-547	-311	0.03049902	-0.6353953	0.05017243	-0.7699515
5	200	1650449521	945.012	-88.572	204.228	-7.195122	-2.195122	-0.1219512	-684	-547	-310	0.03084782	-0.6360058	0.04971465	-0.7694632
5	200	1650449521	977.22	-92.964	215.208	-7.317073	-2.317073	0.2439024	-684	-547	-310	0.0294976	-0.6360363	0.04919584	-0.7695242
5	200	1650449521	958.92	-98.82	213.744	-6.829268	-2.560976	0.7317073	-684	-546	-312	0.02872364	-0.6364025	0.04824976	-0.7693106
5	200	1650449521	977.952	-109.8	229.116	-6.707317	-2.560976	0.2439024	-684	-546	-312	0.02812072	-0.6371044	0.04809717	-0.7687613
5	200	1650449521	994.056	-128.1	218.868	-6.829268	-2.926829	0.2439024	-684	-547	-309	0.02922762	-0.6371349	0.04849391	-0.7686697
5	200	1650449521	942.084	-106.872	241.56	-6.341464	-3.170732	-0.1219512	-684	-547	-309	0.02859782	-0.6365856	0.04834132	-0.769158
5	200	1650449521	986.004	-105.408	220.332	-6.341464	-4.146341	-1.097561	-684	-546	-309	0.02760841	-0.6361889	0.04782251	-0.7695547
5	200	1650449521	980.148	-93.696	261.324	-6.097561	-3.902439	-1.341463	-684	-546	-309	0.02833504	-0.6363415	0.04782251	-0.7694021
5	200	1650449521	986.736	-104.676	218.868	-6.341464	-3.780488	-1.585366	-684	-546	-310	0.02772474	-0.6365551	0.04779199	-0.7692496
5	200	1650449521	961.116	-116.388	259.86	-6.707317	-3.414634	-1.95122	-684	-546	-310	0.02767956	-0.6360058	0.04776147	-0.7697073
5	200	1650449521	960.384	-122.244	270.108	-6.707317	-3.04878	-2.317073	-683	-547	-309	0.02764401	-0.6352122	0.04751732	-0.7703787
5	200	1650449521	962.58	-106.872	227.652	-7.073171	-2.560976	-2.804878	-683	-547	-309	0.027171	-0.6356395	0.04751732	-0.770043
5	200	1650449521	950.136	-111.264	232.776	-6.219512	-2.439024	-2.926829	-684	-547	-310	0.02671528	-0.635609	0.04669332	-0.7701346
5	200	1650449521	973.56	-92.964	242.292	-5.97561	-2.073171	-2.804878	-684	-547	-310	0.02659901	-0.6352122	0.04611347	-0.7705008
5	200	1650449521	929.64	-121.512	247.416	-5.243903	-1.829268	-3.170732	-684	-547	-309	0.02632194	-0.6342052	0.04635762	-0.7713248
5	200	1650449521	950.868	-100.284	232.776	-5.365854	-1.707317	-3.170732	-684	-547	-309	0.02613559	-0.6348765	0.04589984	-0.770806
5	200	1650449521	956.724	-122.244	226.188	-5.487805	-1.707317	-3.04878	-683	-548	-308	0.0258743	-0.6349376	0.04519791	-0.770806
5	200	1650449521	968.436	-109.8	207.156	-5.731708	-2.073171	-3.902439	-683	-548	-308	0.02598464	-0.6360363	0.04580828	-0.7698599
5	200	1650449521	929.64	-111.264	219.6	-6.463415	-1.95122	-3.292683	-684	-548	-309	0.02579817	-0.635731	0.04553362	-0.7701346
5	200	1650449521	958.92	-120.78	198.372	-6.829268	-1.95122	-3.292683	-684	-548	-309	0.02607051	-0.6371349	0.04586932	-0.7689444
5	200	1650449521	975.756	-98.088	218.136	-7.439024	-1.585366	-2.682927	-684	-547	-307	0.02509072	-0.6375622	0.04507584	-0.7686697
5	200	1650449521	956.724	-112.728	213.012	-7.317073	-1.585366	-2.073171	-684	-547	-307	0.02532246	-0.6380505	0.04531999	-0.7682424
5	200	1650449521	990.396	-102.48	199.836	-7.560976	-2.317073	-2.317073	-683	-548	-308	0.02539532	-0.6386303	0.04589984	-0.7677236
5	200	1650449521	966.972	-109.8	211.548	-7.682927	-2.804878	-2.073171	-683	-548	-308	0.02515004	-0.6390881	0.04629658	-0.7673269
