Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	200	1650449530	986.004	-86.376	227.652	-5.365854	1.219512	0.2439024	-671	-570	-317	0.01046677	0.6382641	-0.04239021	0.7685782
5	200	1650449530	961.116	-54.9	214.476	-5.243903	0.9756098	0.1219512	-671	-570	-317	0.01102694	0.638081	-0.04223762	0.7687308
5	200	1650449530	950.136	-77.592	232.044	-5.121951	0.9756098	-0.1219512	-671	-569	-318	0.009823437	0.6377453	-0.04260384	0.7690054
5	200	1650449530	940.62	-67.344	208.62	-4.756098	0.9756098	-0.1219512	-671	-569	-318	0.01059694	0.6391186	-0.04275643	0.7678457
5	200	1650449530	996.984	-77.592	193.98	-4.512195	0.8536586	0	-671	-570	-317	0.01010164	0.639668	-0.0428785	0.7673879
5	200	1650449530	965.508	-46.848	215.94	-4.512195	0.8536586	0.1219512	-671	-570	-317	0.008859984	0.6392102	-0.04232917	0.7678152
5	200	1650449530	972.096	-63.684	185.196	-5.121951	0.8536586	-0.1219512	-672	-570	-318	0.01108355	0.6394543	-0.04309214	0.7675405
5	200	1650449530	970.632	-59.292	207.156	-4.878049	0.4878049	0	-671	-570	-318	0.01068656	0.6402783	-0.04290903	0.7668691
5	200	1650449530	972.096	-86.376	221.064	-5.121951	0.7317073	0.1219512	-671	-570	-318	0.008673008	0.6399426	-0.04345836	0.7671438
5	200	1650449530	971.364	-90.768	213.012	-5.243903	0.6097561	0.2439024	-670	-570	-318	0.009043096	0.6399732	-0.04400769	0.7670828
5	200	1650449530	976.488	-83.448	234.972	-5.487805	0.6097561	0.2439024	-670	-570	-318	0.007054777	0.6394238	-0.04437391	0.7675405
5	200	1650449530	946.476	-81.252	219.6	-5.731708	0.8536586	0.6097561	-671	-570	-319	0.008056641	0.6396985	-0.04446547	0.7672964
5	200	1650449530	989.664	-64.416	199.836	-5.853659	0.7317073	0.8536586	-671	-570	-319	0.008064035	0.6402173	-0.04489273	0.7668386
5	200	1650449530	969.168	-81.252	240.096	-5.97561	0.6097561	0.6097561	-671	-569	-318	0.00968903	0.6396069	-0.04440443	0.7673574
5	200	1650449530	947.208	-81.252	194.712	-5.97561	0.2439024	0.7317073	-671	-569	-318	0.008527465	0.6408277	-0.04443495	0.7663503
5	200	1650449530	979.416	-71.004	196.176	-5.487805	0.2439024	0.9756098	-671	-569	-319	0.009499549	0.6415906	-0.04480117	0.7656789
5	200	1650449530	968.436	-84.18	199.836	-5.365854	0.3658537	0.9756098	-671	-569	-319	0.008710724	0.6417127	-0.04425184	0.7656178
5	200	1650449530	964.044	-42.456	199.836	-5.121951	0.1219512	1.219512	-671	-570	-319	0.01013992	0.6415906	-0.04306162	0.7657704
5	200	1650449530	964.776	-40.26	234.972	-4.878049	0.4878049	1.463415	-671	-570	-319	0.008583201	0.6407971	-0.04272591	0.7664723
5	200	1650449530	1002.108	-77.592	199.836	-4.512195	0.7317073	1.463415	-671	-570	-319	0.008527465	0.64214	-0.04281747	0.7653432
5	200	1650449530	965.508	-40.992	223.992	-4.268293	0.3658537	1.95122	-671	-570	-319	0.01078925	0.642201	-0.04248177	0.7652822
5	200	1650449530	950.868	-67.344	204.228	-4.146341	0.4878049	1.585366	-671	-570	-317	0.008133951	0.6425672	-0.04248177	0.7650075
5	200	1650449530	975.024	-61.488	221.064	-3.658537	0.7317073	1.585366	-671	-570	-317	0.01055749	0.6421705	-0.04245125	0.7653127
5	200	1650449530	966.972	-35.136	219.6	-3.536585	0.8536586	1.95122	-671	-569	-319	0.01196289	0.6425672	-0.04156621	0.7650075
5	200	1650449530	970.632	-79.056	193.248	-3.658537	0.8536586	2.195122	-671	-569	-319	0.009105496	0.6426893	-0.04208503	0.7649159
5	200	1650449530	968.436	-58.56	232.044	-4.02439	0.7317073	1.463415	-671	-570	-318	0.009829503	0.6428724	-0.04245125	0.7647328
5	200	1650449530	952.332	-54.168	207.156	-4.268293	0.7317073	2.195122	-671	-570	-318	0.01150832	0.6429029	-0.04211554	0.7647023
5	200	1650449531	959.652	-60.024	244.488	-4.268293	0.6097561	0.7317073	-671	-569	-325	0.01161658	0.6426588	-0.04193243	0.7649159
5	200	1650449531	972.096	-64.416	236.436	-4.634147	0.4878049	0.3658537	-671	-569	-325	0.0084078	0.6420484	-0.04202399	0.7654653
5	200	1650449531	964.044	-71.736	222.528	-5	1.097561	0.6097561	-672	-571	-319	0.009832534	0.6416517	-0.04165776	0.765801
5	200	1650449531	970.632	-65.148	207.888	-4.878049	0.8536586	0.3658537	-672	-571	-319	0.0092064	0.6419263	-0.04205451	0.7655568
5	200	1650449531	975.024	-62.952	251.076	-4.512195	0.2439024	0.4878049	-671	-570	-317	0.01068656	0.6412244	-0.04129154	0.7661672
5	200	1650449531	971.364	-46.116	197.64	-4.146341	0.4878049	1.097561	-671	-570	-317	0.01158832	0.6412244	-0.04104739	0.7661672
5	200	1650449531	975.756	-67.344	253.272	-3.780488	0.3658537	1.097561	-672	-569	-318	0.01040394	0.6399426	-0.04141362	0.7672353
5	200	1650449531	968.436	-65.88	213.012	-3.658537	0.2439024	0.8536586	-672	-569	-318	0.01029741	0.6403089	-0.04199347	0.7668996
5	200	1650449531	975.756	-69.54	234.972	-4.146341	0.4878049	1.707317	-673	-569	-316	0.009661308	0.6403394	-0.04278695	0.7668386
5	200	1650449531	951.6	-62.952	210.084	-4.390244	0.6097561	2.560976	-673	-569	-316	0.0103003	0.6404004	-0.04281747	0.7667776
5	200	1650449531	1009.428	-51.24	245.22	-4.512195	0.4878049	0.9756098	-672	-569	-317	0.007348592	0.6386608	-0.04260384	0.7682729
5	200	1650449531	959.652	-58.56	221.796	-4.268293	0.6097561	0.4878049	-672	-569	-317	0.01053489	0.6385693	-0.04275643	0.7683035
5	200	1650449531	977.952	-51.24	233.508	-4.512195	0.7317073	0.9756098	-672	-570	-317	0.01138858	0.6382031	-0.04196295	0.7686392
5	200	1650449531	985.272	-49.776	204.228	-4.146341	0.4878049	0.7317073	-672	-570	-317	0.008768694	0.6386914	-0.04187139	0.7682729
5	200	1650449531	972.096	-65.88	183	-3.292683	1.097561	0.7317073	-671	-569	-316	0.008488934	0.6391186	-0.04156621	0.7679372
5	200	1650449531	958.188	-57.828	245.952	-3.414634	1.097561	1.219512	-671	-569	-316	0.008400708	0.6385693	-0.04156621	0.768395
5	200	1650449531	980.88	-72.468	232.044	-3.536585	1.097561	0.8536586	-671	-569	-317	0.0103292	0.6386303	-0.04132206	0.768334
5	200	1650449531	989.664	-66.612	250.344	-3.414634	0.8536586	1.341463	-671	-569	-317	0.009661308	0.63802	-0.04126102	0.7688528
5	200	1650449531	963.312	-51.24	232.044	-4.146341	1.585366	1.097561	-672	-569	-317	0.01011343	0.6374401	-0.04043702	0.7693716
5	200	1650449531	961.848	-57.828	231.312	-4.390244	1.219512	0.7317073	-672	-569	-317	0.01171621	0.6368908	-0.04052858	0.7697989
5	200	1650449531	968.436	-65.88	216.672	-4.268293	1.219512	0.6097561	-672	-569	-317	0.01032054	0.6372875	-0.04046755	0.7694937
5	200	1650449531	963.312	-57.096	232.044	-4.146341	1.341463	0.7317073	-672	-569	-317	0.009967996	0.6366466	-0.04019288	0.770043
5	200	1650449531	958.92	-64.416	223.992	-3.902439	1.463415	0.7317073	-671	-570	-317	0.0106138	0.6370128	-0.0400708	0.7697378
5	200	1650449531	985.272	-30.012	232.044	-3.658537	1.463415	1.219512	-671	-570	-317	0.01098362	0.6368603	-0.03946043	0.7698904
5	200	1650449531	979.416	-50.508	235.704	-3.536585	1.219512	0.9756098	-672	-570	-317	0.01182508	0.6365856	-0.03888058	0.7701346
5	200	1650449531	964.044	-52.704	202.032	-3.536585	0.9756098	1.097561	-672	-570	-317	0.01052923	0.6375927	-0.03906369	0.7693106
5	200	1650449531	988.2	-64.416	217.404	-3.658537	0.7317073	0.8536586	-671	-570	-316	0.01060256	0.6373791	-0.03952147	0.7694632
5	200	1650449531	976.488	-35.868	185.196	-3.902439	0.8536586	0.4878049	-671	-570	-316	0.01143819	0.6386303	-0.03927732	0.7684255
5	200	1650449531	977.952	-61.488	193.98	-4.268293	0.7317073	0.8536586	-672	-570	-316	0.009417628	0.6390576	-0.03942991	0.7680898
5	200	1650449531	975.756	-60.756	198.372	-4.390244	0.3658537	0.6097561	-672	-570	-316	0.01126756	0.6394543	-0.03964354	0.7677236
5	200	1650449531	933.3	-52.704	215.94	-4.878049	0.6097561	0.8536586	-672	-571	-316	0.009436596	0.6387524	-0.03961303	0.768334
5	200	1650449531	983.808	-71.004	223.26	-4.756098	0.7317073	0.8536586	-672	-571	-316	0.01107548	0.6386608	-0.0400708	0.7683645
5	200	1650449531	972.096	-80.52	172.02	-4.756098	0.7317073	0.8536586	-670	-569	-317	0.0107699	0.6398816	-0.0405591	0.7673269
5	200	1650449531	968.436	-56.364	221.796	-5	0.8536586	0.9756098	-670	-569	-317	0.01118793	0.6396374	-0.04025391	0.7675405
5	200	1650449531	955.26	-58.56	202.032	-5.365854	0.9756098	0.8536586	-671	-569	-315	0.01032342	0.6393628	-0.04019288	0.7677847
5	200	1650449531	953.064	-67.344	229.848	-5.121951	1.341463	0.8536586	-671	-569	-315	0.01060256	0.6390881	-0.04040651	0.7679983
5	200	1650449531	941.352	-55.632	226.92	-5	1.585366	0.4878049	-672	-570	-317	0.01008688	0.6390576	-0.03985718	0.7680593
5	200	1650449531	975.756	-36.6	197.64	-4.878049	1.95122	0.4878049	-672	-570	-317	0.01121985	0.6397595	-0.03946043	0.7674795
5	200	1650449531	940.62	-67.344	226.188	-5	1.829268	0.9756098	-672	-569	-315	0.01050656	0.6402478	-0.04004028	0.7670522
5	200	1650449531	979.416	-75.396	194.712	-5	2.073171	0.7317073	-672	-569	-315	0.01007801	0.6399121	-0.04025391	0.7673269
5	200	1650449531	966.24	-24.888	199.836	-4.878049	1.585366	0.8536586	-671	-569	-316	0.01115859	0.6407056	-0.03955199	0.766686
5	200	1650449531	948.672	-52.704	215.208	-5.121951	1.219512	0.7317073	-671	-569	-316	0.01056032	0.6402173	-0.03933836	0.7671133
5	200	1650449531	969.168	-24.156	232.776	-5.609756	1.097561	0.8536586	-671	-571	-315	0.0111666	0.6401563	-0.03897214	0.7671743
5	200	1650449531	964.776	-52.704	203.496	-5.243903	0.7317073	0.4878049	-671	-571	-315	0.01148759	0.6407666	-0.03845332	0.766686
5	200	1650449531	955.26	-55.632	207.156	-5.609756	0.8536586	0.4878049	-670	-569	-316	0.01269531	0.641499	-0.03802606	0.7660756
5	200	1650449531	970.632	-41.724	218.868	-5.731708	0.7317073	0.6097561	-671	-569	-316	0.01108086	0.6418348	-0.03778192	0.7658315
5	200	1650449531	994.056	-77.592	229.116	-5.365854	0.2439024	0.2439024	-671	-569	-316	0.01198529	0.640553	-0.03820917	0.7668691
5	200	1650449531	950.868	-26.352	206.424	-5.487805	0.6097561	0	-672	-568	-315	0.01336098	0.6406751	-0.03753777	0.7667776
5	200	1650449531	961.116	-70.272	226.188	-5.487805	1.097561	0.1219512	-672	-568	-315	0.0123043	0.6405835	-0.03820917	0.7668386
5	200	1650449531	970.632	-52.704	224.724	-5.487805	0.8536586	0.2439024	-672	-570	-316	0.01160374	0.6406751	-0.03811762	0.7667776
5	200	1650449531	981.612	-15.372	191.784	-5.243903	1.219512	0.6097561	-672	-570	-316	0.01199523	0.6405835	-0.03769036	0.7668691
5	200	1650449531	976.488	-42.456	245.952	-4.878049	1.585366	0.4878049	-671	-570	-316	0.01253467	0.6400952	-0.03711051	0.7672964
5	200	1650449531	966.24	-49.776	205.692	-4.878049	1.585366	0.4878049	-671	-570	-316	0.01263885	0.6408277	-0.03704947	0.766686
5	200	1650449531	988.2	-30.744	211.548	-4.634147	1.707317	0.4878049	-672	-571	-316	0.01391387	0.6404309	-0.03650014	0.7670217
5	200	1650449531	961.116	-55.632	212.28	-4.512195	1.341463	0.4878049	-672	-571	-316	0.01359756	0.6403089	-0.03619495	0.7671438
5	200	1650449531	967.704	-32.94	230.58	-4.756098	1.463415	0.6097561	-672	-569	-315	0.01360632	0.6400647	-0.03598132	0.7673574
5	200	1650449531	969.9	-59.292	223.26	-5.243903	1.341463	0.4878049	-672	-569	-315	0.01253942	0.6409497	-0.03622547	0.766625
5	200	1650449531	975.756	-79.056	210.084	-4.878049	1.463415	0.7317073	-672	-570	-315	0.01081683	0.6413159	-0.03738517	0.7662892
5	200	1650449531	986.736	-57.828	199.836	-5.243903	1.219512	0.6097561	-672	-570	-315	0.01186785	0.6416822	-0.03765984	0.7659535
5	200	1650449531	962.58	-64.416	205.692	-4.878049	1.341463	0.7317073	-672	-570	-316	0.01195791	0.6412854	-0.03817866	0.7662587
5	200	1650449531	959.652	-49.044	218.868	-4.878049	1.585366	0.6097561	-672	-570	-316	0.01096732	0.641438	-0.03836177	0.7661366
5	200	1650449531	969.9	-45.384	240.828	-5	1.707317	0.6097561	-671	-570	-316	0.009994868	0.6402783	-0.03848384	0.7671133
5	200	1650449531	991.86	-53.436	234.972	-4.878049	1.829268	0.4878049	-671	-570	-316	0.01211882	0.639729	-0.03909421	0.76751
5	200	1650449531	967.704	-38.064	228.384	-5	2.073171	0.4878049	-670	-570	-315	0.01266711	0.6395153	-0.03881954	0.7676931
5	200	1650449531	947.94	-29.28	204.228	-5.365854	2.317073	0.2439024	-670	-570	-315	0.0109809	0.6401868	-0.03912473	0.7671438
5	200	1650449531	963.312	-51.24	193.98	-5.609756	2.195122	0.3658537	-671	-570	-315	0.01099175	0.6409192	-0.03909421	0.7665334
5	200	1650449531	963.312	-60.024	227.652	-5.487805	2.560976	0.3658537	-671	-570	-315	0.01092649	0.6409802	-0.03930784	0.7664723
5	200	1650449531	996.252	-68.076	203.496	-5.731708	2.317073	0.3658537	-672	-570	-316	0.01087728	0.6414075	-0.03949095	0.7661061
5	200	1650449531	985.272	-47.58	192.516	-5.609756	2.560976	0.4878049	-672	-570	-316	0.009167472	0.6421705	-0.03994873	0.7654653
5	200	1650449531	951.6	-70.272	220.332	-5.609756	2.317073	0.3658537	-672	-569	-315	0.0106138	0.6420179	-0.03970458	0.7655873
5	200	1650449531	967.704	-58.56	224.724	-5.731708	2.317073	0.4878049	-672	-569	-315	0.01119325	0.6416822	-0.03967406	0.765862
5	200	1650449531	961.848	-67.344	218.868	-5.609756	2.317073	0.4878049	-671	-570	-317	0.009549613	0.6410413	-0.03985718	0.7664113
5	200	1650449531	994.056	-38.064	218.136	-5.243903	2.073171	0.3658537	-671	-570	-317	0.01232366	0.6401258	-0.03912473	0.7671743
5	200	1650449531	973.56	-51.24	205.692	-5.365854	2.073171	0.3658537	-672	-570	-317	0.01187036	0.6403394	-0.03875851	0.7670217
5	200	1650449531	970.632	-67.344	208.62	-5.487805	1.95122	0.6097561	-672	-570	-317	0.01276554	0.640492	-0.03897214	0.7668691
5	200	1650449531	977.952	-66.612	198.372	-4.878049	2.195122	0.7317073	-672	-569	-315	0.0114408	0.6411939	-0.03924681	0.7662892
5	200	1650449531	952.332	-60.024	220.332	-5.243903	1.585366	0.8536586	-672	-569	-315	0.01130453	0.6408277	-0.03930784	0.7665944
5	200	1650449531	961.116	-68.076	223.992	-5.609756	1.829268	0.4878049	-672	-570	-316	0.01167288	0.6404004	-0.03961303	0.7669302
5	200	1650449531	962.58	-62.952	262.056	-4.512195	1.219512	0.9756098	-672	-570	-316	0.01186785	0.6397901	-0.03936888	0.767449
5	200	1650449531	940.62	-73.2	224.724	-4.634147	1.341463	1.097561	-672	-570	-316	0.009704398	0.6390271	-0.04043702	0.7680593
5	200	1650449531	964.044	-53.436	213.012	-5	1.585366	0.8536586	-672	-570	-316	0.01130189	0.6391491	-0.03982665	0.7679678
5	200	1650449531	970.632	-70.272	210.084	-4.756098	2.195122	0.9756098	-671	-570	-316	0.01089918	0.6385693	-0.04040651	0.7684255
5	200	1650449531	976.488	-64.416	212.28	-5	2.804878	1.097561	-671	-570	-316	0.01006322	0.6390271	-0.04092532	0.7680288
5	200	1650449531	961.848	-21.96	202.764	-5.121951	3.170732	0.9756098	-671	-570	-317	0.01187538	0.6392102	-0.03985718	0.7679067
5	200	1650449531	980.148	-71.736	235.704	-5.121951	2.317073	1.219512	-671	-570	-317	0.01036664	0.6390881	-0.04046755	0.7679983
5	200	1650449531	983.076	-54.168	175.68	-5	2.682927	0.8536586	-671	-569	-317	0.01069213	0.6401563	-0.04028443	0.7671133
5	200	1650449531	968.436	-57.096	210.084	-5.487805	2.560976	0.9756098	-671	-570	-317	0.009092395	0.6406446	-0.04046755	0.7667165
5	200	1650449531	969.9	-64.416	214.476	-5.853659	2.682927	0.8536586	-671	-570	-317	0.01133086	0.640553	-0.04077273	0.7667471
5	200	1650449531	970.632	-63.684	195.444	-5.731708	2.439024	0.9756098	-672	-570	-317	0.01101071	0.6400037	-0.04144414	0.7671743
5	200	1650449531	980.88	-61.488	220.332	-5.487805	2.317073	0.9756098	-672	-570	-317	0.011446	0.6401868	-0.04132206	0.7670217
5	200	1650449531	964.776	-82.716	242.292	-5.365854	2.073171	1.097561	-671	-569	-318	0.01064184	0.6386608	-0.04190191	0.7682729
5	200	1650449531	961.116	-65.88	213.744	-5.365854	1.829268	1.097561	-671	-569	-318	0.01040394	0.6387829	-0.04177984	0.7681814
5	200	1650449531	967.704	-65.148	192.516	-5.731708	1.707317	0.9756098	-670	-570	-316	0.01043255	0.6403699	-0.0426954	0.7668081
5	200	1650449531	986.736	-60.024	229.116	-5.487805	1.585366	0.7317073	-670	-570	-316	0.01068656	0.6402173	-0.04217658	0.7669607
5	200	1650449531	970.632	-52.704	229.116	-5.609756	1.585366	0.8536586	-672	-570	-316	0.009436596	0.6395764	-0.0422071	0.76751
5	200	1650449531	960.384	-57.096	244.488	-5.731708	1.829268	0.3658537	-672	-570	-316	0.01114523	0.6388745	-0.04187139	0.7680898
5	200	1650449531	975.756	-57.096	213.012	-5.97561	1.585366	0.3658537	-671	-570	-318	0.01125697	0.6396374	-0.0413831	0.7674795
5	200	1650449531	955.992	-57.828	215.208	-5.853659	1.707317	0.7317073	-671	-570	-318	0.009524614	0.6393933	-0.04162725	0.7676931
5	200	1650449531	961.116	-65.88	223.992	-5.731708	1.829268	0.6097561	-671	-568	-316	0.0101458	0.6391796	-0.0413831	0.7678762
5	200	1650449531	971.364	-48.312	202.032	-5.487805	1.95122	0.6097561	-671	-568	-316	0.01137287	0.6392407	-0.04068117	0.7678457
5	200	1650449531	933.3	-71.736	223.26	-5.487805	1.95122	1.463415	-672	-570	-317	0.01014286	0.6386608	-0.0408948	0.768334
5	200	1650449531	957.456	-75.396	220.332	-5.487805	1.95122	2.926829	-672	-570	-317	0.0110701	0.63802	-0.04147466	0.7688223
5	200	1650449531	986.004	-49.776	243.756	-5.243903	2.439024	1.341463	-672	-570	-318	0.01100259	0.6383252	-0.04132206	0.7685782
5	200	1650449531	975.756	-64.416	182.268	-5.243903	2.073171	0.9756098	-672	-570	-318	0.009685954	0.6393322	-0.04196295	0.7677236
5	200	1650449531	961.116	-53.436	226.92	-5.243903	2.073171	1.463415	-671	-570	-316	0.01018099	0.6391186	-0.04174932	0.7679067
5	200	1650449531	978.684	-77.592	194.712	-5.121951	2.073171	1.463415	-671	-570	-316	0.01172892	0.6393933	-0.04162725	0.7676626
5	200	1650449531	973.56	-68.808	216.672	-4.756098	2.195122	1.097561	-671	-570	-316	0.01122251	0.6384472	-0.0422071	0.7684255
5	200	1650449531	972.096	-52.704	234.24	-5	1.829268	1.219512	-671	-570	-316	0.0105716	0.6383862	-0.04162725	0.7685171
5	200	1650449531	985.272	-26.352	218.136	-5.121951	1.95122	0.9756098	-670	-570	-317	0.01048384	0.6385693	-0.04165776	0.7683645
5	200	1650449531	990.396	-84.912	220.332	-5.121951	2.073171	1.219512	-670	-570	-317	0.009530869	0.6388134	-0.04263436	0.7681203
5	200	1650449531	954.528	-48.312	210.084	-5.121951	1.95122	1.097561	-669	-569	-317	0.009880912	0.6385388	-0.04226813	0.7683645
5	200	1650449531	980.148	-67.344	210.084	-5.243903	2.073171	1.097561	-669	-569	-317	0.009929053	0.6389965	-0.04199347	0.7679983
5	200	1650449531	970.632	-57.096	180.804	-5.487805	1.95122	1.341463	-671	-570	-319	0.009932053	0.6398206	-0.0417188	0.7673269
5	200	1650449531	976.488	-48.312	207.156	-5.365854	1.219512	1.341463	-671	-570	-319	0.01092103	0.6401563	-0.04193243	0.7670217
5	200	1650449531	979.416	-57.096	207.888	-5.487805	1.829268	1.463415	-670	-570	-318	0.00802328	0.6404614	-0.04239021	0.7667776
5	200	1650449531	947.94	-61.488	223.26	-5.487805	1.707317	1.585366	-670	-570	-318	0.009808256	0.6402173	-0.04239021	0.7669607
5	200	1650449531	972.096	-40.992	234.972	-5.365854	1.829268	1.707317	-672	-569	-317	0.01116393	0.639729	-0.04168829	0.7673879
5	200	1650449531	983.808	-87.84	231.312	-5.609756	2.073171	1.95122	-672	-569	-317	0.00990802	0.6388134	-0.04199347	0.7681509
5	200	1650449531	982.344	-62.22	208.62	-5.731708	2.073171	1.707317	-672	-570	-318	0.0110701	0.6396069	-0.04190191	0.7674795
5	200	1650449531	962.58	-67.344	243.024	-5.731708	1.707317	1.585366	-672	-570	-318	0.009347749	0.6386303	-0.04211554	0.7683035
5	200	1650449531	975.756	-62.22	204.228	-5.731708	1.341463	1.707317	-672	-568	-317	0.009832534	0.6393933	-0.04211554	0.7676626
5	200	1650449531	978.684	-51.972	221.796	-5.365854	1.219512	1.463415	-672	-568	-317	0.01071441	0.6392712	-0.04208503	0.7677541
5	200	1650449531	977.22	-64.416	227.652	-5.365854	1.219512	1.585366	-671	-570	-318	0.009436596	0.6393017	-0.04248177	0.7677236
5	200	1650449531	956.724	-36.6	188.124	-5.243903	1.219512	1.463415	-671	-570	-318	0.01106202	0.6400647	-0.04217658	0.7670828
5	200	1650449531	955.992	-64.416	208.62	-5	1.341463	1.585366	-671	-570	-317	0.01047816	0.6396374	-0.04214606	0.767449
5	200	1650449531	966.24	-57.828	218.136	-5.121951	1.219512	1.707317	-671	-570	-317	0.01152644	0.6394543	-0.04187139	0.7676015
5	200	1650449531	983.808	-65.148	225.456	-5	1.219512	1.463415	-671	-569	-323	0.008836407	0.6401563	-0.04242073	0.7670217
5	200	1650449531	961.848	-62.952	193.98	-5.365854	1.219512	1.707317	-671	-569	-323	0.009562088	0.6408887	-0.04278695	0.7663808
5	200	1650449531	969.9	-58.56	230.58	-5.365854	1.097561	1.585366	-672	-569	-318	0.01095645	0.6400342	-0.04266488	0.7670828
5	200	1650449531	966.24	-71.736	218.136	-5.365854	1.097561	1.341463	-672	-569	-318	0.009814331	0.6401563	-0.04275643	0.7669912
5	200	1650449531	981.612	-71.736	236.436	-5.731708	1.463415	1.463415	-671	-570	-316	0.009089116	0.6404614	-0.04272591	0.7667471
5	200	1650449531	932.568	-66.612	212.28	-5.731708	1.341463	1.585366	-671	-570	-316	0.009360493	0.6404309	-0.04312265	0.7667471
5	200	1650449531	983.076	-72.468	201.3	-5.853659	1.829268	2.073171	-671	-569	-317	0.008246751	0.6404309	-0.04388562	0.7667165
5	200	1650449531	958.188	-74.664	236.436	-5.853659	1.829268	2.195122	-671	-569	-317	0.009248387	0.6397901	-0.04449599	0.7672048
5	200	1650449531	946.476	-53.436	195.444	-5.609756	1.707317	2.073171	-670	-568	-318	0.009056268	0.640614	-0.04425184	0.7665334
5	200	1650449531	950.136	-45.384	223.26	-5.97561	1.829268	2.073171	-670	-568	-318	0.009923047	0.6403089	-0.04425184	0.7667776
5	200	1650449531	961.116	-81.252	226.188	-6.097561	1.585366	2.317073	-672	-568	-317	0.00843611	0.6409192	-0.04470962	0.7662587
5	200	1650449531	971.364	-76.128	220.332	-5.97561	1.707317	2.073171	-672	-568	-317	0.009555852	0.6405835	-0.04458754	0.7665334
5	200	1650449531	950.136	-57.096	230.58	-6.219512	1.585366	2.073171	-671	-569	-316	0.008318713	0.6397901	-0.0446791	0.7672048
5	200	1650449531	977.952	-65.88	226.188	-6.341464	1.341463	1.95122	-671	-569	-316	0.009979948	0.6393933	-0.04425184	0.7675405
5	200	1650449531	969.9	-53.436	233.508	-5.97561	1.219512	2.073171	-671	-570	-317	0.008662693	0.6392712	-0.04364147	0.7676931
5	200	1650449531	966.24	-32.208	214.476	-5.97561	1.341463	1.95122	-671	-570	-317	0.01071997	0.6391491	-0.04281747	0.7678152
5	200	1650449531	968.436	-95.16	246.684	-6.097561	1.341463	1.707317	-670	-569	-318	0.009994868	0.6385998	-0.0435194	0.7682424
5	200	1650449531	967.704	-55.632	228.384	-6.097561	1.219512	2.073171	-670	-569	-318	0.008799229	0.6387829	-0.04324473	0.7681203
5	200	1650449531	986.004	-68.808	219.6	-6.219512	1.097561	1.585366	-672	-569	-317	0.01131507	0.6378064	-0.04297006	0.7689139
5	200	1650449531	975.756	-40.26	213.012	-5.853659	1.341463	1.219512	-672	-569	-317	0.01034073	0.6382641	-0.04242073	0.7685782
5	200	1650449531	956.724	-62.952	251.076	-5.97561	0.6097561	1.463415	-671	-569	-316	0.01079753	0.638081	-0.04284799	0.7687002
5	200	1650449531	964.776	-47.58	207.156	-6.097561	0.7317073	1.341463	-671	-569	-316	0.01118527	0.6390576	-0.04297006	0.7678762
5	200	1650449531	941.352	-74.664	218.868	-6.585366	0.6097561	1.219512	-672	-569	-318	0.009877895	0.6380505	-0.0435194	0.7687002
5	200	1650449531	955.992	-52.704	177.876	-6.341464	0.4878049	0.9756098	-672	-569	-318	0.009661308	0.6391186	-0.0435194	0.7678152
5	200	1650449531	969.9	-40.992	193.98	-6.463415	0.7317073	0.9756098	-671	-568	-317	0.01080305	0.6389965	-0.04342784	0.7679067
5	200	1650449531	976.488	-60.024	245.952	-6.341464	0.7317073	1.341463	-673	-568	-318	0.009832534	0.6383862	-0.04345836	0.7684255
5	200	1650449531	977.952	-58.56	199.836	-6.463415	1.097561	1.707317	-673	-568	-318	0.01090191	0.638844	-0.04348888	0.7680288
5	200	1650449531	950.868	-62.22	216.672	-6.219512	1.463415	1.463415	-671	-568	-317	0.01016048	0.6392712	-0.0438551	0.7676626
5	200	1650449531	962.58	-52.704	193.98	-6.585366	1.707317	0.9756098	-671	-568	-317	0.01055467	0.6397901	-0.04367199	0.7672353
5	200	1650449531	975.756	-74.664	194.712	-5.97561	1.585366	0.8536586	-671	-569	-317	0.01183012	0.6405835	-0.04403821	0.7665334
5	200	1650449531	958.92	-57.096	211.548	-6.097561	1.341463	1.341463	-671	-569	-317	0.009667476	0.6410108	-0.0441908	0.7661977
5	200	1650449531	958.188	-69.54	207.156	-5.97561	1.097561	1.585366	-671	-568	-316	0.008325876	0.640553	-0.04422132	0.7665944
5	200	1650449531	955.992	-61.488	216.672	-6.219512	1.341463	1.585366	-671	-568	-316	0.01090738	0.6407971	-0.04382458	0.7663808
5	200	1650449531	980.88	-71.736	204.228	-6.341464	1.097561	1.707317	-672	-569	-318	0.009783918	0.6410413	-0.04425184	0.7661672
5	200	1650449531	972.096	-46.116	234.972	-6.585366	0.8536586	1.829268	-672	-569	-318	0.01116126	0.6405225	-0.04403821	0.7665944
5	200	1650449531	961.116	-60.024	189.588	-6.463415	0.7317073	1.463415	-672	-567	-318	0.009160968	0.6410413	-0.0438551	0.7661977
5	200	1650449531	954.528	-69.54	188.856	-6.219512	0.7317073	1.95122	-672	-567	-318	0.01073941	0.6416517	-0.04309214	0.7657094
5	200	1650449531	984.54	-67.344	202.764	-6.707317	0.7317073	1.341463	-672	-568	-318	0.01192796	0.6414685	-0.04333628	0.7658315
5	200	1650449531	970.632	-73.2	227.652	-6.341464	0.4878049	1.463415	-672	-568	-318	0.01113988	0.6413465	-0.04373302	0.765923
